FILE_VERSION	2.0.0
NO_OF_FRAMES	6129
NO_OF_CAMERAS	19
NO_OF_MARKERS	5
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2024-10-29, 10:57:32.417	441368.71789840
DATA_INCLUDED	3D
MARKER_NAMES	RWristOut	RWristIn	RElbowOut	RElbowIn	Chest
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	RWristOut X	RWristOut Y	RWristOut Z	RWristIn X	RWristIn Y	RWristIn Z	RElbowOut X	RElbowOut Y	RElbowOut Z	RElbowIn X	RElbowIn Y	RElbowIn Z	Chest X	Chest Y	Chest Z	
3067	30.66000	-791.724	1453.769	-670.584	-727.705	1443.041	-607.110	-665.091	1376.998	-818.427	-633.713	1325.332	-743.106	-273.853	1294.869	-889.875
3068	30.67000	-789.015	1460.515	-670.949	-724.785	1449.628	-607.498	-663.772	1380.921	-818.565	-632.683	1329.630	-742.886	-273.872	1294.952	-889.999
3069	30.68000	-786.075	1467.171	-671.179	-721.798	1456.032	-607.832	-662.411	1384.774	-818.658	-631.604	1333.806	-742.585	-273.870	1295.038	-890.130
3070	30.69000	-783.178	1473.867	-671.760	-718.610	1462.231	-608.057	-660.942	1388.535	-818.630	-630.392	1337.921	-742.266	-273.851	1295.127	-890.260
3071	30.70000	-779.967	1480.189	-671.832	-715.296	1468.260	-608.264	-659.412	1392.208	-818.553	-629.070	1341.915	-741.938	-273.846	1295.214	-890.404
3072	30.71000	-776.626	1486.382	-671.790	-712.079	1474.092	-608.651	-657.793	1395.826	-818.419	-627.613	1345.795	-741.562	-273.822	1295.283	-890.583
3073	30.72000	-773.144	1492.406	-671.641	-708.394	1480.015	-608.772	-656.106	1399.372	-818.195	-626.103	1349.639	-741.111	-273.793	1295.375	-890.765
3074	30.73000	-769.518	1498.325	-671.360	-704.540	1485.814	-608.814	-654.327	1402.852	-817.907	-624.276	1353.451	-740.473	-273.750	1295.465	-890.948
3075	30.74000	-765.779	1504.130	-670.944	-700.521	1491.466	-608.736	-652.518	1406.282	-817.489	-622.541	1357.080	-739.951	-273.726	1295.533	-891.144
3076	30.75000	-761.757	1509.779	-670.451	-696.296	1496.942	-608.593	-650.550	1409.593	-817.041	-620.570	1360.637	-739.309	-273.726	1295.598	-891.318
3077	30.76000	-757.693	1515.241	-669.802	-691.981	1502.216	-608.365	-648.595	1412.721	-816.487	-618.514	1364.084	-738.623	-273.692	1295.689	-891.516
3078	30.77000	-753.427	1520.451	-669.046	-687.446	1507.300	-608.015	-646.579	1415.755	-815.840	-616.310	1367.401	-737.847	-273.671	1295.751	-891.710
3079	30.78000	-749.071	1525.465	-668.079	-682.838	1512.155	-607.601	-644.504	1418.686	-815.103	-614.061	1370.541	-737.043	-273.628	1295.837	-891.947
3080	30.79000	-744.615	1530.381	-667.055	-678.087	1516.739	-606.944	-642.369	1421.533	-814.313	-611.750	1373.577	-736.189	-273.605	1295.913	-892.174
3081	30.80000	-740.048	1535.079	-665.865	-673.227	1521.082	-606.249	-640.133	1424.381	-813.426	-609.416	1376.476	-735.298	-273.564	1295.977	-892.412
3082	30.81000	-735.367	1539.617	-664.615	-668.253	1525.183	-605.467	-637.847	1427.134	-812.454	-607.000	1379.240	-734.322	-273.494	1296.008	-892.639
3083	30.82000	-730.564	1543.995	-663.258	-663.185	1529.065	-604.554	-635.510	1429.784	-811.406	-604.555	1381.803	-733.237	-273.442	1296.066	-892.860
3084	30.83000	-725.657	1548.141	-661.897	-658.019	1532.694	-603.591	-633.151	1432.288	-810.300	-601.981	1384.264	-732.179	-273.383	1296.126	-893.114
3085	30.84000	-720.686	1551.985	-660.317	-652.685	1536.120	-602.549	-630.673	1434.592	-809.103	-599.302	1386.527	-731.033	-273.314	1296.174	-893.351
3086	30.85000	-715.613	1555.556	-658.627	-647.285	1539.254	-601.420	-628.191	1436.813	-807.872	-596.484	1388.679	-729.859	-273.231	1296.233	-893.599
3087	30.86000	-710.468	1558.880	-656.804	-641.767	1542.172	-600.184	-625.607	1438.888	-806.584	-593.625	1390.672	-728.685	-273.163	1296.291	-893.845
3088	30.87000	-705.302	1562.035	-654.801	-636.199	1544.839	-598.777	-622.993	1440.912	-805.225	-590.765	1392.592	-727.954	-273.057	1296.369	-894.067
3089	30.88000	-700.016	1565.030	-652.739	-630.587	1547.221	-597.352	-620.331	1442.820	-803.806	-587.723	1394.376	-726.749	-272.981	1296.419	-894.295
3090	30.89000	-694.632	1567.858	-650.673	-624.881	1549.447	-595.877	-617.643	1444.672	-802.384	-584.643	1396.050	-725.502	-272.887	1296.479	-894.536
3091	30.90000	-689.156	1570.506	-648.488	-619.130	1551.456	-594.329	-614.912	1446.388	-800.813	-580.789	1398.078	-724.326	-272.793	1296.548	-894.774
3092	30.91000	-683.581	1572.984	-646.250	-613.309	1553.260	-592.687	-612.210	1447.922	-799.177	-577.687	1399.396	-722.949	-272.700	1296.607	-894.987
3093	30.92000	-678.059	1575.229	-643.891	-607.419	1554.835	-591.027	-609.453	1449.318	-797.489	-574.390	1400.662	-721.561	-272.578	1296.648	-895.250
3094	30.93000	-672.504	1577.147	-641.443	-601.482	1556.240	-589.334	-606.741	1450.463	-795.670	-571.106	1401.651	-720.143	-272.454	1296.663	-895.494
3095	30.94000	-667.022	1578.741	-638.788	-595.561	1557.322	-587.477	-603.963	1451.423	-793.674	-567.815	1402.507	-718.654	-272.304	1296.691	-895.733
3096	30.95000	-661.482	1580.120	-636.036	-589.581	1558.151	-585.565	-601.203	1452.398	-791.735	-564.481	1403.147	-717.092	-272.166	1296.703	-895.953
3097	30.96000	-655.954	1581.331	-633.163	-583.605	1558.777	-583.560	-598.331	1453.233	-789.731	-561.178	1403.682	-715.511	-271.991	1296.709	-896.206
3098	30.97000	-650.282	1582.369	-630.242	-577.684	1559.189	-581.552	-595.457	1454.011	-787.685	-557.874	1404.092	-713.889	-271.816	1296.679	-896.439
3099	30.98000	-644.548	1583.321	-627.338	-571.654	1559.387	-579.373	-592.555	1454.641	-785.534	-554.534	1404.340	-712.237	-271.627	1296.622	-896.695
3100	30.99000	-638.773	1584.139	-624.373	-565.612	1559.366	-577.206	-589.628	1455.172	-783.345	-551.172	1404.488	-710.500	-271.442	1296.573	-896.939
3101	31.00000	-632.917	1584.725	-621.376	-559.544	1559.165	-575.017	-586.684	1455.570	-781.128	-547.842	1404.456	-708.776	-271.250	1296.534	-897.151
3102	31.01000	-627.065	1585.078	-618.267	-553.442	1558.790	-572.809	-583.747	1455.812	-778.823	-544.469	1404.253	-707.011	-271.047	1296.479	-897.402
3103	31.02000	-621.291	1585.187	-615.146	-547.312	1558.263	-570.595	-580.817	1455.909	-776.542	-541.042	1403.960	-705.224	-270.810	1296.423	-897.623
3104	31.03000	-615.586	1585.024	-611.866	-541.147	1557.541	-568.365	-577.860	1455.889	-774.155	-537.587	1403.502	-703.465	-270.584	1296.369	-897.871
3105	31.04000	-609.837	1584.591	-608.567	-535.008	1556.621	-566.101	-574.893	1455.736	-771.739	-534.087	1402.912	-701.676	-270.348	1296.311	-898.114
3106	31.05000	-604.134	1583.949	-605.181	-528.841	1555.470	-563.782	-571.926	1455.440	-769.267	-530.596	1402.097	-699.886	-270.102	1296.255	-898.323
3107	31.06000	-598.379	1583.080	-601.751	-522.729	1554.011	-561.391	-568.973	1455.017	-766.804	-527.035	1401.204	-698.160	-269.862	1296.199	-898.568
3108	31.07000	-592.596	1582.053	-598.334	-516.678	1552.310	-558.971	-566.019	1454.482	-764.324	-523.493	1400.202	-696.412	-269.613	1296.122	-898.833
3109	31.08000	-587.086	1580.913	-594.921	-510.643	1550.387	-556.511	-563.041	1453.745	-761.406	-520.013	1399.042	-694.724	-269.373	1296.038	-899.103
3110	31.09000	-581.216	1579.586	-591.485	-504.646	1548.290	-554.033	-560.050	1453.045	-758.867	-516.555	1397.782	-693.011	-269.140	1295.985	-899.390
3111	31.10000	-575.473	1578.135	-588.055	-498.542	1546.076	-551.531	-557.103	1452.152	-756.344	-513.228	1396.348	-691.269	-268.884	1295.916	-899.651
3112	31.11000	-569.893	1576.571	-584.656	-492.624	1543.660	-549.097	-554.156	1451.212	-753.782	-509.778	1394.902	-689.526	-268.626	1295.849	-899.941
3113	31.12000	-564.206	1574.687	-581.186	-486.740	1541.080	-546.674	-551.219	1450.130	-751.194	-506.404	1393.237	-687.777	-268.346	1295.773	-900.235
3114	31.13000	-558.577	1572.563	-577.800	-480.888	1538.273	-544.280	-548.302	1448.940	-748.593	-503.020	1391.441	-686.074	-268.076	1295.712	-900.486
3115	31.14000	-552.939	1570.266	-574.244	-475.076	1535.306	-541.884	-545.367	1447.630	-746.008	-499.480	1389.607	-684.438	-267.773	1295.659	-900.760
3116	31.15000	-547.367	1567.692	-570.683	-469.332	1532.184	-539.492	-542.434	1446.202	-743.427	-496.030	1387.633	-682.823	-267.472	1295.592	-901.088
3117	31.16000	-541.872	1564.934	-567.131	-463.693	1528.825	-537.110	-539.444	1444.663	-740.856	-492.501	1385.551	-681.259	-267.156	1295.517	-901.391
3118	31.17000	-536.420	1562.049	-563.629	-458.063	1525.318	-534.733	-536.489	1443.051	-738.312	-488.998	1383.420	-679.752	-266.842	1295.432	-901.685
3119	31.18000	-530.894	1559.035	-560.175	-452.587	1521.668	-532.357	-533.484	1441.405	-735.830	-485.559	1381.128	-678.235	-266.555	1295.361	-901.954
3120	31.19000	-525.422	1555.942	-556.743	-447.125	1517.893	-530.011	-530.490	1439.670	-733.334	-482.232	1378.786	-676.757	-266.242	1295.310	-902.287
3121	31.20000	-520.028	1552.755	-553.424	-441.750	1513.981	-527.713	-527.510	1437.875	-730.854	-478.174	1376.723	-675.605	-265.934	1295.232	-902.595
3122	31.21000	-514.584	1549.204	-550.000	-436.396	1510.022	-525.493	-524.572	1435.964	-728.354	-474.915	1374.201	-674.149	-265.658	1295.146	-902.928
3123	31.22000	-509.377	1545.629	-546.652	-431.052	1505.936	-523.307	-521.614	1433.911	-725.885	-471.522	1371.594	-672.765	-265.379	1295.047	-903.252
3124	31.23000	-504.258	1541.823	-543.321	-425.728	1501.782	-521.202	-518.675	1431.786	-723.394	-468.087	1368.912	-671.388	-265.069	1294.971	-903.591
3125	31.24000	-499.148	1537.854	-539.929	-420.463	1497.484	-519.070	-515.727	1429.546	-720.929	-464.634	1366.183	-670.144	-264.783	1294.897	-903.893
3126	31.25000	-494.062	1533.776	-536.584	-415.258	1493.038	-516.944	-512.784	1427.274	-718.513	-461.196	1363.402	-668.867	-264.505	1294.829	-904.184
3127	31.26000	-488.750	1529.802	-533.635	-410.100	1488.441	-514.833	-509.847	1425.003	-716.128	-457.800	1360.580	-667.674	-264.254	1294.735	-904.473
3128	31.27000	-483.650	1525.645	-530.452	-405.041	1483.955	-512.823	-506.672	1422.501	-713.704	-454.542	1357.752	-666.446	-263.955	1294.684	-904.762
3129	31.28000	-478.568	1521.501	-527.337	-400.041	1479.132	-510.800	-503.749	1420.133	-711.372	-451.348	1354.813	-665.316	-263.711	1294.603	-905.047
3130	31.29000	-473.466	1517.306	-524.417	-395.047	1474.299	-508.869	-500.834	1417.729	-709.087	-448.166	1351.730	-664.126	-263.461	1294.534	-905.323
3131	31.30000	-468.516	1512.890	-521.495	-390.132	1469.402	-507.065	-497.982	1415.160	-706.835	-444.993	1348.609	-663.000	-263.230	1294.462	-905.598
3132	31.31000	-463.660	1508.361	-518.596	-385.205	1464.477	-505.348	-495.142	1412.540	-704.597	-441.789	1345.435	-661.990	-262.928	1294.388	-905.868
3133	31.32000	-458.912	1503.548	-515.719	-380.378	1459.459	-503.756	-492.359	1409.849	-702.477	-438.612	1342.187	-661.059	-262.602	1294.313	-906.119
3134	31.33000	-454.202	1498.646	-512.943	-375.515	1454.409	-502.256	-489.565	1407.054	-700.413	-435.366	1338.889	-660.235	-262.337	1294.250	-906.370
3135	31.34000	-449.490	1493.569	-510.187	-370.741	1449.269	-500.807	-486.780	1404.171	-698.348	-432.115	1335.548	-659.450	-262.084	1294.179	-906.579
3136	31.35000	-444.809	1488.451	-507.568	-365.937	1444.054	-499.459	-483.954	1401.151	-696.482	-428.536	1332.364	-658.931	-261.823	1294.115	-906.810
3137	31.36000	-440.162	1483.267	-505.001	-361.241	1438.731	-498.223	-481.188	1398.059	-694.514	-425.331	1328.854	-658.248	-261.570	1294.044	-907.048
3138	31.37000	-435.547	1477.948	-502.552	-356.516	1433.391	-497.090	-478.506	1394.813	-692.540	-422.228	1325.258	-657.607	-261.351	1293.963	-907.299
3139	31.38000	-430.973	1472.454	-500.181	-351.877	1427.958	-496.037	-475.865	1391.510	-690.630	-418.966	1321.656	-657.109	-261.108	1293.888	-907.525
3140	31.39000	-426.430	1466.833	-497.894	-347.246	1422.433	-495.143	-473.174	1388.130	-688.843	-415.653	1318.056	-656.772	-260.867	1293.824	-907.697
3141	31.40000	-421.913	1461.046	-495.636	-342.678	1416.684	-494.299	-470.358	1384.569	-686.906	-412.408	1314.404	-656.534	-260.611	1293.676	-907.832
3142	31.41000	-417.401	1455.277	-493.512	-338.119	1410.923	-493.562	-467.632	1381.163	-685.302	-409.266	1310.745	-656.402	-260.294	1293.813	-907.948
3143	31.42000	-412.826	1449.513	-491.533	-334.265	1404.101	-492.266	-464.882	1377.831	-683.794	-406.128	1307.139	-656.289	-260.051	1293.766	-908.116
3144	31.43000	-408.320	1443.774	-489.662	-329.914	1398.347	-491.640	-462.130	1374.389	-682.332	-403.151	1303.411	-656.249	-259.785	1293.688	-908.284
3145	31.44000	-403.851	1438.045	-487.907	-325.395	1392.839	-491.214	-459.410	1370.962	-680.912	-400.198	1299.679	-656.153	-259.566	1293.631	-908.459
3146	31.45000	-399.452	1432.228	-486.240	-320.707	1387.594	-490.946	-456.730	1367.522	-679.529	-397.325	1295.867	-656.122	-259.339	1293.551	-908.609
3147	31.46000	-395.108	1426.262	-484.637	-316.341	1382.068	-490.769	-454.057	1364.053	-678.233	-394.459	1292.059	-656.182	-259.099	1293.466	-908.758
3148	31.47000	-390.795	1420.152	-483.129	-312.076	1376.110	-490.519	-451.319	1360.380	-676.949	-391.588	1288.201	-656.364	-258.871	1293.429	-908.897
3149	31.48000	-386.490	1413.933	-481.668	-307.707	1370.113	-490.336	-448.617	1356.776	-675.755	-388.756	1284.339	-656.635	-258.648	1293.354	-909.040
3150	31.49000	-382.173	1407.737	-480.330	-303.367	1364.054	-490.282	-445.964	1353.279	-674.664	-385.926	1280.538	-656.986	-258.405	1293.291	-909.175
3151	31.50000	-377.778	1401.590	-479.101	-299.106	1357.903	-490.238	-443.289	1349.863	-673.715	-383.021	1277.022	-657.556	-258.207	1293.231	-909.301
3152	31.51000	-373.437	1395.558	-478.008	-294.985	1351.813	-490.281	-440.711	1346.361	-672.694	-380.311	1273.247	-658.004	-258.007	1293.187	-909.428
3153	31.52000	-369.138	1389.574	-477.058	-290.949	1345.860	-490.449	-438.127	1342.815	-671.723	-377.599	1269.508	-658.445	-257.714	1293.191	-909.513
3154	31.53000	-364.906	1383.540	-476.153	-287.094	1339.924	-490.732	-435.553	1339.072	-670.780	-374.866	1265.775	-658.942	-257.492	1293.124	-909.615
3155	31.54000	-360.783	1377.402	-475.377	-283.034	1334.173	-491.160	-433.019	1335.478	-669.945	-372.124	1262.026	-659.569	-257.272	1293.061	-909.698
3156	31.55000	-356.741	1371.217	-474.684	-278.922	1328.567	-491.758	-430.440	1331.859	-669.163	-369.302	1258.395	-660.300	-257.057	1293.012	-909.744
3157	31.56000	-352.701	1364.982	-474.073	-274.816	1322.931	-492.425	-427.737	1328.154	-668.427	-366.513	1254.819	-661.205	-256.850	1292.946	-909.796
3158	31.57000	-348.621	1358.873	-473.581	-270.382	1317.641	-493.042	-425.129	1324.657	-667.848	-363.780	1251.344	-662.122	-256.648	1292.886	-909.829
3159	31.58000	-344.472	1352.919	-473.220	-265.825	1312.419	-493.702	-422.527	1321.306	-667.278	-361.121	1247.935	-663.055	-256.442	1292.824	-909.865
3160	31.59000	-340.329	1347.182	-473.008	-261.495	1307.072	-494.435	-419.986	1317.996	-666.781	-358.628	1244.550	-663.949	-256.264	1292.744	-909.882
3161	31.60000	-336.146	1341.651	-472.912	-259.407	1300.175	-495.591	-417.444	1314.735	-666.337	-356.219	1241.146	-664.825	-256.041	1292.671	-909.918
3162	31.61000	-332.027	1336.254	-472.897	-255.606	1294.675	-496.593	-414.934	1311.513	-665.855	-353.884	1237.779	-665.615	-255.863	1292.584	-909.975
3163	31.62000	-328.225	1330.985	-472.861	-251.863	1289.378	-497.675	-412.529	1308.307	-665.440	-351.618	1234.458	-666.503	-255.638	1292.473	-909.968
3164	31.63000	-324.266	1325.554	-472.969	-248.215	1284.160	-498.881	-410.114	1305.194	-665.123	-349.354	1231.211	-667.452	-255.408	1292.365	-909.950
3165	31.64000	-320.444	1320.170	-473.149	-244.463	1279.143	-500.157	-407.695	1302.042	-664.790	-347.010	1228.070	-668.426	-255.170	1292.289	-909.900
3166	31.65000	-316.620	1314.825	-473.409	-240.777	1274.229	-501.495	-405.326	1298.994	-664.585	-344.629	1225.044	-669.566	-254.962	1292.191	-909.848
3167	31.66000	-312.782	1309.631	-473.807	-237.128	1269.400	-502.949	-402.932	1295.996	-664.433	-342.320	1222.114	-670.725	-254.762	1292.105	-909.808
3168	31.67000	-308.880	1304.587	-474.303	-233.480	1264.622	-504.470	-400.617	1293.096	-664.353	-340.032	1219.266	-671.942	-254.566	1291.990	-909.766
3169	31.68000	-304.986	1299.700	-474.906	-229.527	1260.154	-506.079	-398.260	1290.255	-664.312	-337.832	1216.466	-673.148	-254.363	1291.849	-909.706
3170	31.69000	-301.102	1294.939	-475.621	-225.601	1255.842	-507.785	-395.976	1287.515	-664.334	-335.739	1213.694	-674.375	-254.177	1291.749	-909.652
3171	31.70000	-297.236	1290.285	-476.441	-221.687	1251.641	-509.568	-393.699	1284.872	-664.412	-333.672	1211.016	-675.674	-254.052	1291.674	-909.599
3172	31.71000	-293.417	1285.702	-477.340	-218.064	1247.357	-511.508	-391.450	1282.287	-664.537	-331.692	1208.422	-676.974	-253.870	1291.606	-909.530
3173	31.72000	-289.630	1281.149	-478.302	-214.858	1242.931	-513.572	-389.186	1279.812	-664.765	-329.673	1205.897	-678.351	-253.754	1291.517	-909.469
3174	31.73000	-285.915	1276.709	-479.367	-212.287	1238.386	-515.737	-386.966	1277.415	-665.025	-327.635	1203.503	-679.851	-253.608	1291.423	-909.387
3175	31.74000	-282.114	1272.476	-480.507	-208.763	1234.489	-517.936	-384.783	1275.106	-665.366	-325.654	1201.187	-681.311	-253.488	1291.340	-909.299
3176	31.75000	-278.194	1268.495	-481.817	-205.198	1230.685	-520.217	-382.568	1272.861	-665.755	-323.736	1198.934	-682.869	-253.371	1291.260	-909.219
3177	31.76000	-274.349	1264.742	-483.205	-201.770	1226.907	-522.602	-380.429	1270.818	-666.194	-321.851	1196.818	-684.425	-253.270	1291.178	-909.138
3178	31.77000	-270.415	1261.018	-484.720	-198.296	1223.252	-525.072	-378.329	1268.879	-666.624	-320.102	1194.849	-685.867	-253.168	1291.123	-909.071
3179	31.78000	-266.373	1257.612	-486.286	-195.367	1219.495	-527.576	-376.207	1267.093	-667.055	-318.485	1192.719	-687.289	-253.081	1291.042	-908.994
3180	31.79000	-262.358	1254.329	-487.905	-192.020	1216.166	-530.150	-374.021	1265.404	-667.554	-316.928	1190.843	-688.680	-253.009	1290.972	-908.926
3181	31.80000	-258.351	1251.237	-489.555	-188.751	1213.012	-532.804	-371.961	1263.881	-668.020	-315.340	1189.141	-690.017	-252.917	1290.898	-908.861
3182	31.81000	-254.378	1248.346	-491.230	-185.401	1210.135	-535.490	-369.864	1262.448	-668.490	-313.811	1187.493	-691.382	-252.843	1290.826	-908.798
3183	31.82000	-250.488	1245.686	-492.927	-182.133	1207.503	-538.213	-367.817	1261.124	-668.970	-312.284	1185.980	-692.699	-252.763	1290.769	-908.747
3184	31.83000	-246.553	1243.200	-494.637	-178.846	1205.152	-540.934	-365.808	1259.931	-669.440	-310.804	1184.551	-694.010	-252.690	1290.704	-908.690
3185	31.84000	-242.623	1241.115	-496.371	-175.587	1203.148	-543.681	-363.796	1258.918	-669.888	-309.263	1183.435	-695.213	-252.617	1290.656	-908.654
3186	31.85000	-238.697	1239.252	-498.109	-172.317	1201.457	-546.438	-361.854	1258.026	-670.331	-307.807	1182.352	-696.395	-252.538	1290.572	-908.628
3187	31.86000	-234.786	1237.699	-499.861	-169.012	1200.109	-549.227	-359.961	1257.316	-670.718	-306.453	1181.432	-697.492	-252.474	1290.558	-908.606
3188	31.87000	-230.845	1236.345	-501.575	-165.680	1199.111	-552.065	-358.094	1256.737	-671.091	-305.071	1180.744	-698.509	-252.405	1290.505	-908.589
3189	31.88000	-226.931	1235.180	-503.327	-162.329	1198.466	-554.890	-356.318	1256.311	-671.399	-303.694	1180.230	-699.462	-252.344	1290.488	-908.570
3190	31.89000	-223.032	1234.372	-505.093	-159.018	1198.143	-557.739	-354.617	1256.044	-671.675	-302.311	1179.876	-700.378	-252.278	1290.481	-908.547
3191	31.90000	-219.105	1233.949	-506.870	-155.711	1198.121	-560.589	-352.931	1255.892	-671.937	-300.967	1179.686	-701.278	-252.222	1290.473	-908.543
3192	31.91000	-215.178	1233.716	-508.579	-152.403	1198.390	-563.389	-351.307	1255.902	-672.133	-299.592	1179.911	-701.956	-252.184	1290.355	-908.526
3193	31.92000	-211.347	1233.854	-510.331	-149.161	1198.986	-566.147	-349.683	1256.148	-672.297	-298.231	1179.600	-702.794	-252.131	1290.327	-908.529
3194	31.93000	-207.521	1234.325	-512.019	-146.001	1199.828	-568.819	-348.060	1256.673	-672.399	-296.962	1180.100	-703.367	-252.097	1290.294	-908.544
3195	31.94000	-203.703	1235.126	-513.597	-142.910	1200.935	-571.414	-346.412	1257.555	-672.511	-295.648	1180.796	-703.830	-252.051	1290.266	-908.526
3196	31.95000	-199.947	1236.306	-515.191	-139.898	1202.328	-573.963	-344.758	1258.679	-672.611	-294.500	1181.709	-704.094	-252.048	1290.241	-908.521
3197	31.96000	-196.263	1237.715	-516.705	-136.885	1204.167	-576.510	-343.142	1260.110	-672.657	-293.444	1182.879	-704.253	-252.034	1290.250	-908.510
3198	31.97000	-192.621	1239.374	-518.193	-133.867	1206.348	-579.014	-341.553	1261.749	-672.651	-292.453	1184.263	-704.288	-252.040	1290.252	-908.489
3199	31.98000	-189.083	1241.312	-519.668	-131.061	1208.720	-581.471	-340.023	1263.536	-672.644	-291.561	1185.844	-704.226	-252.044	1290.252	-908.484
3200	31.99000	-185.578	1243.598	-521.164	-128.391	1211.346	-583.931	-338.608	1265.473	-672.603	-290.689	1187.500	-704.054	-252.053	1290.272	-908.442
3201	32.00000	-182.114	1246.188	-522.680	-125.836	1214.213	-586.375	-337.276	1267.516	-672.542	-290.192	1189.607	-703.432	-252.001	1290.317	-908.596
3202	32.01000	-178.700	1248.995	-524.237	-123.317	1217.337	-588.834	-336.038	1269.689	-672.448	-289.326	1191.553	-703.163	-252.015	1290.325	-908.553
3203	32.02000	-175.388	1252.064	-525.825	-120.809	1220.829	-591.313	-334.867	1272.010	-672.356	-288.433	1193.571	-702.869	-251.989	1290.364	-908.499
3204	32.03000	-172.136	1255.344	-527.400	-118.375	1224.601	-593.796	-333.803	1274.465	-672.211	-287.651	1195.920	-702.424	-251.974	1290.401	-908.451
3205	32.04000	-168.945	1258.902	-529.005	-115.990	1228.687	-596.265	-332.777	1277.032	-672.050	-286.868	1198.244	-702.022	-251.929	1290.539	-908.350
3206	32.05000	-165.930	1262.792	-530.605	-113.692	1233.161	-598.673	-331.854	1279.593	-671.874	-286.044	1200.692	-701.527	-251.893	1290.748	-908.219
3207	32.06000	-163.100	1266.892	-532.137	-111.895	1237.677	-600.817	-331.003	1282.069	-671.723	-285.021	1203.220	-701.226	-251.838	1290.540	-908.077
3208	32.07000	-160.439	1271.164	-533.513	-109.788	1242.936	-603.124	-330.264	1284.657	-671.643	-283.905	1205.894	-700.970	-251.841	1290.583	-908.014
3209	32.08000	-157.987	1275.570	-534.903	-107.786	1248.547	-605.343	-329.525	1287.245	-671.595	-282.769	1208.690	-700.734	-251.889	1290.564	-907.906
3210	32.09000	-155.502	1279.978	-536.361	-105.874	1254.407	-607.495	-328.732	1289.979	-671.598	-281.718	1211.502	-700.557	-251.884	1290.586	-907.784
3211	32.10000	-153.293	1284.704	-537.636	-104.325	1260.636	-609.717	-328.053	1292.837	-671.672	-280.531	1214.853	-700.160	-251.779	1290.838	-907.601
3212	32.11000	-151.183	1289.702	-538.925	-102.640	1266.930	-611.703	-327.396	1295.897	-671.728	-279.321	1218.145	-699.908	-251.450	1291.332	-907.338
3213	32.12000	-149.206	1294.951	-540.193	-101.026	1273.354	-613.702	-326.781	1299.081	-671.751	-278.149	1221.596	-699.602	-252.215	1290.632	-907.323
3214	32.13000	-147.259	1300.559	-541.590	-99.589	1279.874	-615.704	-326.199	1302.329	-671.728	-277.037	1225.210	-699.244	-252.311	1290.675	-907.177
3215	32.14000	-145.416	1306.473	-543.010	-98.273	1286.486	-617.699	-325.679	1305.662	-671.708	-275.938	1228.886	-698.867	-252.440	1290.731	-907.011
3216	32.15000	-143.682	1312.664	-544.508	-97.161	1293.178	-619.688	-325.222	1309.064	-671.722	-274.848	1232.709	-698.446	-252.542	1290.789	-906.851
3217	32.16000	-142.112	1319.078	-546.007	-96.155	1299.997	-621.646	-324.833	1312.552	-671.815	-273.813	1236.547	-698.112	-252.660	1290.831	-906.699
3218	32.17000	-140.743	1325.543	-547.525	-95.328	1306.896	-623.597	-324.501	1316.096	-671.964	-272.826	1240.598	-697.619	-252.752	1290.904	-906.527
3219	32.18000	-139.526	1332.044	-549.007	-94.578	1313.962	-625.483	-324.199	1319.751	-672.172	-271.904	1244.588	-697.367	-252.853	1290.965	-906.381
3220	32.19000	-138.496	1338.293	-550.605	-93.960	1321.009	-627.300	-323.764	1323.362	-672.565	-271.031	1248.686	-697.153	-252.974	1291.039	-906.216
3221	32.20000	-137.544	1344.890	-551.962	-93.454	1328.118	-629.009	-323.581	1327.273	-672.905	-270.212	1252.897	-696.949	-253.095	1291.123	-906.081
3222	32.21000	-136.752	1351.507	-553.312	-93.109	1335.136	-630.701	-323.425	1331.270	-673.242	-269.502	1257.161	-696.702	-252.505	1291.537	-906.051
3223	32.22000	-136.147	1358.205	-554.653	-92.856	1342.159	-632.291	-323.330	1335.283	-673.609	-268.910	1261.475	-696.465	-253.603	1291.291	-905.787
3224	32.23000	-135.703	1364.909	-555.972	-92.792	1349.154	-633.856	-323.292	1339.348	-674.111	-268.319	1265.766	-696.211	-253.694	1291.360	-905.654
3225	32.24000	-135.431	1371.695	-557.248	-92.822	1356.220	-635.425	-323.303	1343.369	-674.563	-267.836	1270.022	-695.991	-253.801	1291.503	-905.505
3226	32.25000	-135.270	1378.469	-558.587	-93.023	1363.312	-636.945	-323.388	1347.455	-675.079	-267.399	1274.329	-695.736	-253.946	1291.643	-905.360
3227	32.26000	-135.307	1385.254	-559.870	-93.249	1370.575	-638.522	-323.541	1351.505	-675.620	-267.035	1278.661	-695.518	-254.060	1291.749	-905.210
3228	32.27000	-135.580	1392.142	-561.134	-93.693	1377.735	-640.091	-323.834	1355.563	-676.208	-266.691	1283.003	-695.321	-254.180	1291.882	-905.043
3229	32.28000	-135.902	1398.990	-562.448	-94.272	1384.878	-641.642	-324.161	1359.518	-676.829	-266.367	1287.377	-695.214	-254.357	1291.993	-904.895
3230	32.29000	-136.425	1405.853	-563.770	-94.942	1391.652	-643.158	-324.618	1363.404	-677.347	-266.056	1291.704	-695.137	-254.559	1292.125	-904.742
